PERMNO,date,VOL,RET,BID,ASK
25785,1983-04-13,1351200,0.049689,,
25785,1983-04-14,1622500,0.053254,,
25785,1983-04-15,595800,-0.014045,,
25785,1983-04-18,385900,0.011396,,
25785,1983-04-19,318400,-0.016901,,
25785,1983-04-20,862900,0.051576,,
25785,1983-04-21,395300,-0.005450,,
25785,1983-04-22,717300,0.049315,,
25785,1983-04-25,673200,-0.015666,,
25785,1983-04-26,414200,0.039788,,
25785,1983-04-27,752700,-0.012755,,
25785,1983-04-28,572500,0.018088,,
25785,1983-04-29,1299500,0.043147,,
25785,1983-05-02,525000,-0.026764,,
25785,1983-05-03,559200,-0.005000,,
25785,1983-05-04,629400,0.000000,,
25785,1983-05-05,409000,0.015075,,
25785,1983-05-06,1192000,0.024752,,
25785,1983-05-09,369600,-0.002415,,
25785,1983-05-10,556900,-0.002421,,
25785,1983-05-11,307300,-0.036408,,
25785,1983-05-12,322500,-0.005038,,
25785,1983-05-13,431500,0.037975,,
25785,1983-05-16,362300,-0.021951,,
25785,1983-05-17,231600,0.004988,,
25785,1983-05-18,424500,-0.032258,,
25785,1983-05-19,476200,0.017949,,
25785,1983-05-20,178900,-0.015113,,
25785,1983-05-23,271900,0.007673,,
25785,1983-05-24,239000,0.007614,,
25785,1983-05-25,220100,0.007557,,
25785,1983-05-26,272600,-0.020000,,
25785,1983-05-27,209700,-0.010204,,
25785,1983-05-31,398200,-0.030928,,
25785,1983-06-01,631200,0.037234,,
25785,1983-06-02,358100,0.030769,,
25785,1983-06-03,460400,0.022388,,
25785,1983-06-06,558100,0.034063,,
25785,1983-06-07,508900,-0.011765,,
25785,1983-06-08,438700,0.002381,,
25785,1983-06-09,281200,0.007126,,
25785,1983-06-10,394300,-0.002358,,
25785,1983-06-13,539900,0.040189,,
25785,1983-06-14,670600,0.000000,,
25785,1983-06-15,392900,0.009091,,
25785,1983-06-16,543200,0.011261,,
25785,1983-06-17,343000,-0.020045,,
25785,1983-06-20,463100,0.027273,,
25785,1983-06-21,637800,0.026549,,
25785,1983-06-22,445000,0.015086,,
25785,1983-06-23,371700,-0.019108,,
25785,1983-06-24,300300,0.017316,,
25785,1983-06-27,251700,-0.034043,,
25785,1983-06-28,270500,-0.030837,,
25785,1983-06-29,432300,0.036364,,
25785,1983-06-30,316900,-0.008772,,
25785,1983-07-01,135800,-0.006637,,
25785,1983-07-05,525300,-0.031180,,
25785,1983-07-06,393200,-0.002299,,
25785,1983-07-07,321200,-0.006912,,
25785,1983-07-08,497300,0.020882,,
25785,1983-07-11,361800,0.029545,,
25785,1983-07-12,492500,-0.015453,,
25785,1983-07-13,238700,0.002242,,
25785,1983-07-14,876900,0.042506,,
25785,1983-07-15,570300,-0.021459,,
25785,1983-07-18,522900,0.002193,,
25785,1983-07-19,470600,-0.002188,,
25785,1983-07-20,391200,0.030702,,
25785,1983-07-21,600900,0.017021,,
25785,1983-07-22,295000,-0.008368,,
25785,1983-07-25,864900,0.023207,,
25785,1983-07-26,494900,0.022680,,
25785,1983-07-27,1156300,0.018952,,
25785,1983-07-28,400100,-0.037773,,
25785,1983-07-29,495800,-0.006198,,
25785,1983-08-01,423200,-0.006237,,
25785,1983-08-02,339100,-0.033473,,
25785,1983-08-03,337400,-0.012987,,
25785,1983-08-04,681400,-0.032895,,
25785,1983-08-05,535600,0.024943,,
25785,1983-08-08,495000,-0.044248,,
25785,1983-08-09,636000,0.023148,,
25785,1983-08-10,545800,0.029412,,
25785,1983-08-11,315800,-0.004396,,
25785,1983-08-12,320100,-0.011038,,
25785,1983-08-15,426900,0.020089,,
25785,1983-08-16,389000,-0.019694,,
25785,1983-08-17,259900,0.017857,,
25785,1983-08-18,181500,-0.013158,,
25785,1983-08-19,124200,0.004444,,
25785,1983-08-22,675900,-0.017699,,
25785,1983-08-23,121500,-0.015766,,
25785,1983-08-24,240600,-0.027460,,
25785,1983-08-25,519800,-0.007059,,
25785,1983-08-26,511700,0.037915,,
25785,1983-08-29,445200,-0.006849,,
25785,1983-08-30,313100,0.006897,,
25785,1983-08-31,380800,0.041096,,
25785,1983-09-01,795500,0.035088,,
25785,1983-09-02,636700,0.021186,,
25785,1983-09-06,1089000,0.029046,,
25785,1983-09-07,693100,-0.014113,,
25785,1983-09-08,632700,0.022495,,
25785,1983-09-09,449100,-0.010000,,
25785,1983-09-12,912700,-0.018182,,
25785,1983-09-13,427100,-0.016461,,
25785,1983-09-14,554300,0.018828,,
25785,1983-09-15,198900,-0.012320,,
25785,1983-09-16,323300,0.014553,,
25785,1983-09-19,743300,0.032787,,
25785,1983-09-20,1030800,0.005952,,
25785,1983-09-21,400000,-0.005917,,
25785,1983-09-22,639600,0.013889,,
25785,1983-09-23,614100,0.015656,,
25785,1983-09-26,937700,0.000000,,
25785,1983-09-27,372800,-0.021195,,
25785,1983-09-28,176800,0.007874,,
25785,1983-09-29,233700,-0.011719,,
25785,1983-09-30,562000,-0.023715,,
25785,1983-10-03,488400,-0.014170,,
25785,1983-10-04,773400,0.041068,,
25785,1983-10-05,673200,0.011834,,
25785,1983-10-06,980600,0.025341,,
25785,1983-10-07,1065900,0.009506,,
25785,1983-10-10,397400,0.020716,,
25785,1983-10-11,385900,-0.025830,,
25785,1983-10-12,364000,0.003788,,
25785,1983-10-13,675100,0.035849,,
25785,1983-10-14,495300,-0.009107,,
25785,1983-10-17,475400,0.018382,,
25785,1983-10-18,620300,-0.023466,,
25785,1983-10-19,977400,-0.024030,,
25785,1983-10-20,634000,0.011364,,
25785,1983-10-21,405700,-0.005618,,
25785,1983-10-24,543500,0.024482,,
25785,1983-10-25,585900,0.016544,,
25785,1983-10-26,538400,0.002893,,
25785,1983-10-27,537400,-0.012704,,
25785,1983-10-28,737400,-0.025735,,
25785,1983-10-31,408900,0.001887,,
25785,1983-11-01,499800,-0.020716,,
25785,1983-11-02,563000,0.015385,,
25785,1983-11-03,277400,-0.022727,,
25785,1983-11-04,474100,-0.017442,,
25785,1983-11-07,343000,0.007890,,
25785,1983-11-08,325300,-0.007828,,
25785,1983-11-09,416400,0.035503,,
25785,1983-11-10,363300,0.001905,,
25785,1983-11-11,391400,0.005703,,
25785,1983-11-14,483100,-0.020794,,
25785,1983-11-15,599400,-0.013514,,
25785,1983-11-16,313500,0.007828,,
25785,1983-11-17,208200,0.011650,,
25785,1983-11-18,264800,0.001919,,
25785,1983-11-21,423100,0.017241,,
25785,1983-11-22,395200,-0.003766,,
25785,1983-11-23,500000,-0.030246,,
25785,1983-11-25,305000,-0.007797,,
25785,1983-11-28,666000,-0.007859,,
25785,1983-11-29,781500,0.005941,,
25785,1983-11-30,576000,-0.027559,,
25785,1983-12-01,601600,0.018219,,
25785,1983-12-02,507800,-0.009940,,
25785,1983-12-05,856200,0.012048,,
25785,1983-12-06,233600,-0.011905,,
25785,1983-12-07,383500,0.012048,,
25785,1983-12-08,211800,-0.017857,,
25785,1983-12-09,792300,0.006061,,
25785,1983-12-12,230900,0.012048,,
25785,1983-12-13,328700,-0.017857,,
25785,1983-12-14,516600,0.000000,,
25785,1983-12-15,515000,-0.021212,,
25785,1983-12-16,445900,0.009288,,
25785,1983-12-19,351200,0.021472,,
25785,1983-12-20,391100,0.006006,,
25785,1983-12-21,305200,0.026866,,
25785,1983-12-22,397200,0.011628,,
25785,1983-12-23,173100,0.002874,,
25785,1983-12-27,341500,0.011461,,
25785,1983-12-28,299500,0.002833,,
25785,1983-12-29,466800,-0.031073,,
25785,1983-12-30,383300,-0.011662,,
25785,1984-01-03,395800,0.000000,,
25785,1984-01-04,719600,0.038348,,
25785,1984-01-05,751700,0.025568,,
25785,1984-01-06,719700,-0.002770,,
25785,1984-01-09,474900,0.011111,,
25785,1984-01-10,530200,0.000000,,
25785,1984-01-11,539600,0.013736,,
25785,1984-01-12,494000,-0.002710,,
25785,1984-01-13,854400,-0.013587,,
25785,1984-01-16,371000,0.002755,,
25785,1984-01-17,394200,0.008242,,
25785,1984-01-18,446700,-0.008174,,
25785,1984-01-19,178600,-0.010989,,
25785,1984-01-20,302400,-0.016667,,
25785,1984-01-23,401900,-0.022599,,
25785,1984-01-24,441300,0.011561,,
25785,1984-01-25,451800,-0.010286,,
25785,1984-01-26,341800,0.000000,,
25785,1984-01-27,383800,-0.014535,,
25785,1984-01-30,534900,-0.017699,,
25785,1984-01-31,505300,-0.018018,,
25785,1984-02-01,993100,-0.030581,,
25785,1984-02-02,855100,0.025237,,
25785,1984-02-03,777700,-0.036923,,
25785,1984-02-06,774200,-0.015974,,
25785,1984-02-07,1045500,-0.006494,,
25785,1984-02-08,931600,-0.013072,,
25785,1984-02-09,1582900,-0.016556,,
25785,1984-02-10,563000,0.006734,,
25785,1984-02-13,622000,-0.003344,,
25785,1984-02-14,948100,0.050336,,
25785,1984-02-15,1517500,-0.003195,,
25785,1984-02-16,566200,0.009615,,
25785,1984-02-17,528000,-0.041270,,
25785,1984-02-21,1093400,-0.039735,,
25785,1984-02-22,993700,-0.003448,,
25785,1984-02-23,1017300,0.003460,,
25785,1984-02-24,1270800,0.044828,,
25785,1984-02-27,833700,0.042904,,
25785,1984-02-28,803800,-0.056962,,
25785,1984-02-29,941000,0.000000,,
25785,1984-03-01,773700,0.010067,,
25785,1984-03-02,1148400,0.036545,,
25785,1984-03-05,683300,0.000000,,
25785,1984-03-06,675200,-0.016026,,
25785,1984-03-07,770900,-0.016287,,
25785,1984-03-08,750400,0.003311,,
25785,1984-03-09,385100,-0.013201,,
25785,1984-03-12,597400,0.020067,,
25785,1984-03-13,785700,0.006557,,
25785,1984-03-14,565800,0.013029,,
25785,1984-03-15,551700,0.019293,,
25785,1984-03-16,1410300,0.000000,,
25785,1984-03-19,643000,-0.025237,,
25785,1984-03-20,611000,-0.025890,,
25785,1984-03-21,383200,0.003322,,
25785,1984-03-22,629100,-0.039735,,
25785,1984-03-23,784100,0.024138,,
25785,1984-03-26,603300,-0.023569,,
25785,1984-03-27,1023800,-0.003448,,
25785,1984-03-28,1042100,0.027682,,
25785,1984-03-29,685600,-0.010101,,
25785,1984-03-30,221500,-0.003401,,
25785,1984-04-02,574800,-0.003413,,
25785,1984-04-03,793100,-0.017123,,
25785,1984-04-04,1301700,-0.010453,,
25785,1984-04-05,1095700,-0.063380,,
25785,1984-04-06,877300,0.018797,,
25785,1984-04-09,1003500,0.000000,,
25785,1984-04-10,726300,0.003690,,
25785,1984-04-11,346400,0.000000,,
25785,1984-04-12,1022800,0.051471,,
25785,1984-04-13,852100,-0.024476,,
25785,1984-04-16,861000,0.017921,,
25785,1984-04-17,872000,0.014085,,
25785,1984-04-18,551700,-0.013889,,
25785,1984-04-19,668300,-0.010563,,
25785,1984-04-23,438800,-0.014235,,
25785,1984-04-24,837100,0.003610,,
25785,1984-04-25,1029400,0.007194,,
25785,1984-04-26,1184800,0.025714,,
25785,1984-04-27,824100,0.003521,,
25785,1984-04-30,836800,0.028070,,
25785,1984-05-01,1019300,0.034130,,
25785,1984-05-02,1009900,-0.006601,,
25785,1984-05-03,1251400,-0.029900,,
25785,1984-05-04,1087000,-0.027397,,
25785,1984-05-07,1253100,-0.017606,,
25785,1984-05-08,623600,0.014337,,
25785,1984-05-09,798100,-0.021201,,
25785,1984-05-10,921700,0.000000,,
25785,1984-05-11,1269700,0.014440,,
25785,1984-05-14,910600,-0.003559,,
25785,1984-05-15,919800,-0.003571,,
25785,1984-05-16,672200,-0.003584,,
25785,1984-05-17,514500,-0.003597,,
25785,1984-05-18,486200,-0.003610,,
25785,1984-05-21,231400,0.000000,,
25785,1984-05-22,696800,0.010870,,
25785,1984-05-23,816100,0.017921,,
25785,1984-05-24,905200,0.021127,,
25785,1984-05-25,894200,0.017241,,
25785,1984-05-29,481800,-0.027119,,
25785,1984-05-30,915200,0.017422,,
25785,1984-05-31,430200,0.013699,,
25785,1984-06-01,866600,0.040541,,
25785,1984-06-04,1046100,-0.003247,,
25785,1984-06-05,828800,0.006515,,
25785,1984-06-06,797900,-0.016181,,
25785,1984-06-07,532000,-0.003289,,
25785,1984-06-08,236200,-0.003300,,
25785,1984-06-11,398500,-0.046358,,
25785,1984-06-12,680200,-0.003472,,
25785,1984-06-13,300900,0.024390,,
25785,1984-06-14,691500,-0.034014,,
25785,1984-06-15,641500,-0.017606,,
25785,1984-06-18,905900,0.060932,,
25785,1984-06-19,402700,-0.020270,,
25785,1984-06-20,618100,0.031034,,
25785,1984-06-21,622200,-0.026756,,
25785,1984-06-22,923300,-0.003436,,
25785,1984-06-25,614100,-0.020690,,
25785,1984-06-26,248900,0.000000,,
25785,1984-06-27,452500,-0.014085,,
25785,1984-06-28,399200,0.021429,,
25785,1984-06-29,672900,0.010490,,
25785,1984-07-02,503800,0.020761,,
25785,1984-07-03,453000,0.013559,,
25785,1984-07-05,378900,-0.020067,,
25785,1984-07-06,408800,-0.006826,,
25785,1984-07-09,922200,0.037801,,
25785,1984-07-10,1136300,0.019868,,
25785,1984-07-11,999900,-0.055195,,
25785,1984-07-12,786800,0.010309,,
25785,1984-07-13,545000,0.013605,,
25785,1984-07-16,524300,0.023490,,
25785,1984-07-17,1402500,0.016393,,
25785,1984-07-18,693800,-0.003226,,
25785,1984-07-19,872300,0.000000,,
25785,1984-07-20,753900,-0.009709,,
25785,1984-07-23,578100,-0.029412,,
25785,1984-07-24,422400,-0.023569,,
25785,1984-07-25,707000,0.024138,,
25785,1984-07-26,720900,0.020202,,
25785,1984-07-27,1509500,0.033663,,
25785,1984-07-30,752700,-0.003226,,
25785,1984-07-31,1004400,0.022654,,
25785,1984-08-01,1645800,0.025316,,
25785,1984-08-02,1850100,0.027778,,
25785,1984-08-03,2372700,0.033033,,
25785,1984-08-06,2378400,0.034884,,
25785,1984-08-07,2064700,0.025281,,
25785,1984-08-08,1492400,-0.016438,,
25785,1984-08-09,1552800,0.025070,,
25785,1984-08-10,1192700,-0.019022,,
25785,1984-08-13,716900,0.002770,,
25785,1984-08-14,638400,-0.005525,,
25785,1984-08-15,731600,-0.033333,,
25785,1984-08-16,687600,0.011494,,
25785,1984-08-17,450100,0.005682,,
25785,1984-08-20,278100,0.014124,,
25785,1984-08-21,1068500,0.019499,,
25785,1984-08-22,2263600,-0.019126,,
25785,1984-08-23,562500,0.005571,,
25785,1984-08-24,269500,0.008310,,
25785,1984-08-27,412300,-0.019231,,
25785,1984-08-28,471400,-0.008403,,
25785,1984-08-29,1192000,-0.042373,,
25785,1984-08-30,502500,0.002950,,
25785,1984-08-31,283500,0.008824,,
25785,1984-09-04,351500,0.005831,,
25785,1984-09-05,425500,-0.011594,,
25785,1984-09-06,554300,0.029326,,
25785,1984-09-07,638900,-0.017094,,
25785,1984-09-10,467300,-0.005797,,
25785,1984-09-11,712600,-0.002915,,
25785,1984-09-12,430300,0.017544,,
25785,1984-09-13,700200,0.034483,,
25785,1984-09-14,1298000,0.008333,,
25785,1984-09-17,633000,0.022039,,
25785,1984-09-18,865500,-0.013477,,
25785,1984-09-19,763200,-0.008197,,
25785,1984-09-20,459400,0.011019,,
25785,1984-09-21,844300,-0.016349,,
25785,1984-09-24,795700,0.016620,,
25785,1984-09-25,778300,0.005450,,
25785,1984-09-26,1552400,0.024390,,
25785,1984-09-27,582600,0.010582,,
25785,1984-09-28,573900,-0.041885,,
25785,1984-10-01,580900,-0.008197,,
25785,1984-10-02,574700,-0.008264,,
25785,1984-10-03,829500,-0.022222,,
25785,1984-10-04,394900,0.011364,,
25785,1984-10-05,510500,-0.002809,,
25785,1984-10-08,229300,-0.002817,,
25785,1984-10-09,391300,-0.005650,,
25785,1984-10-10,656900,0.022727,,
25785,1984-10-11,484700,0.030556,,
25785,1984-10-12,456300,0.002695,,
25785,1984-10-15,637900,0.024194,,
25785,1984-10-16,356100,-0.018373,,
25785,1984-10-17,821300,0.021390,,
25785,1984-10-18,1852400,0.057592,,
25785,1984-10-19,1917600,-0.009901,,
25785,1984-10-22,774200,0.000000,,
25785,1984-10-23,624400,-0.005000,,
25785,1984-10-24,452300,0.000000,,
25785,1984-10-25,630600,0.000000,,
25785,1984-10-26,952400,-0.037186,,
25785,1984-10-29,717300,-0.026316,,
25785,1984-10-30,1085600,0.021622,,
25785,1984-10-31,414200,-0.007937,,
25785,1984-11-01,634100,0.024000,,
25785,1984-11-02,270100,-0.005208,,
25785,1984-11-05,467300,0.000000,,
25785,1984-11-06,537200,0.010471,,
25785,1984-11-07,623900,-0.018135,,
25785,1984-11-08,1057500,0.007916,,
25785,1984-11-09,713000,-0.002618,,
25785,1984-11-12,372700,-0.002625,,
25785,1984-11-13,398800,0.000000,,
25785,1984-11-14,278400,-0.002632,,
25785,1984-11-15,646000,-0.018470,,
25785,1984-11-16,566100,-0.021505,,
25785,1984-11-19,744400,-0.021978,,
25785,1984-11-20,615700,0.005618,,
25785,1984-11-21,589100,-0.002793,,
25785,1984-11-23,738600,0.044818,,
25785,1984-11-26,690600,0.000000,,
25785,1984-11-27,601700,0.018970,,
25785,1984-11-28,522600,-0.023936,,
25785,1984-11-29,374300,-0.002725,,
25785,1984-11-30,480400,-0.013661,,
25785,1984-12-03,997700,-0.013850,,
25785,1984-12-04,682000,0.005618,,
25785,1984-12-05,978700,-0.030726,,
25785,1984-12-06,1085300,-0.014409,,
25785,1984-12-07,479300,-0.008772,,
25785,1984-12-10,538500,0.008850,,
25785,1984-12-11,457000,0.002924,,
25785,1984-12-12,554900,-0.005831,,
25785,1984-12-13,648500,0.002933,,
25785,1984-12-14,549000,0.017544,,
25785,1984-12-17,578800,0.031609,,
25785,1984-12-18,1666800,0.030641,,
25785,1984-12-19,909200,-0.010811,,
25785,1984-12-20,508200,-0.019126,,
25785,1984-12-21,1333000,0.000000,,
25785,1984-12-24,360300,0.008357,,
25785,1984-12-26,187400,0.000000,,
25785,1984-12-27,507000,-0.008287,,
25785,1984-12-28,434000,0.016713,,
25785,1984-12-31,560800,0.000000,,
25785,1985-01-02,607900,-0.021918,,
25785,1985-01-03,940300,-0.025210,,
25785,1985-01-04,1219600,-0.008621,,
25785,1985-01-07,833800,0.002899,,
25785,1985-01-08,462700,0.011561,,
25785,1985-01-09,748700,0.011429,,
25785,1985-01-10,775000,0.039548,,
25785,1985-01-11,719000,0.002717,,
25785,1985-01-14,968900,0.040650,,
25785,1985-01-15,1524500,-0.010417,,
25785,1985-01-16,1126900,0.010526,,
25785,1985-01-17,554400,-0.010417,,
25785,1985-01-18,534500,0.005263,,
25785,1985-01-21,795200,0.036649,,
25785,1985-01-22,1188700,0.000000,,
25785,1985-01-23,1449900,0.030303,,
25785,1985-01-24,1915800,-0.014706,,
25785,1985-01-25,949600,-0.005025,,
25785,1985-01-28,1237000,-0.015152,,
25785,1985-01-29,1067900,-0.005128,,
25785,1985-01-30,1394400,0.007732,,
25785,1985-01-31,513400,-0.002558,,
25785,1985-02-01,519700,-0.025641,,
25785,1985-02-04,891800,0.010526,,
25785,1985-02-05,1678000,-0.026042,,
25785,1985-02-06,1272200,-0.024064,,
25785,1985-02-07,1126600,0.002740,,
25785,1985-02-08,1066100,-0.002732,,
25785,1985-02-11,1179600,-0.008219,,
25785,1985-02-12,806200,0.013812,,
25785,1985-02-13,1282200,0.010899,,
25785,1985-02-14,1301100,-0.010782,,
25785,1985-02-15,1187000,-0.005450,,
25785,1985-02-19,503700,-0.005479,,
25785,1985-02-20,985500,-0.011019,,
25785,1985-02-21,984000,-0.025070,,
25785,1985-02-22,1516100,0.011429,,
25785,1985-02-25,1000700,-0.011299,,
25785,1985-02-26,1117200,0.011429,,
25785,1985-02-27,880800,0.002825,,
25785,1985-02-28,2021600,0.005634,,
25785,1985-03-01,1536900,0.019608,,
25785,1985-03-04,885500,-0.008242,,
25785,1985-03-05,706900,0.002770,,
25785,1985-03-06,556400,-0.013812,,
25785,1985-03-07,661400,-0.011204,,
25785,1985-03-08,701500,0.002833,,
25785,1985-03-11,538500,-0.005650,,
25785,1985-03-12,767000,0.008523,,
25785,1985-03-13,931500,-0.016901,,
25785,1985-03-14,452500,-0.002865,,
25785,1985-03-15,643700,-0.008621,,
25785,1985-03-18,627600,-0.008696,,
25785,1985-03-19,652400,0.020468,,
25785,1985-03-20,1323900,-0.022923,,
25785,1985-03-21,755800,0.005865,,
25785,1985-03-22,924800,-0.005831,,
25785,1985-03-25,533700,0.005865,,
25785,1985-03-26,685200,-0.008746,,
25785,1985-03-27,701900,0.005882,,
25785,1985-03-28,492200,0.014620,,
25785,1985-03-29,823400,-0.023055,,
25785,1985-04-01,536200,0.011799,,
25785,1985-04-02,735900,-0.002915,,
25785,1985-04-03,713900,-0.005848,,
25785,1985-04-04,754300,0.000000,,
25785,1985-04-08,665000,-0.011765,,
25785,1985-04-09,583300,0.014881,,
25785,1985-04-10,728400,0.014663,,
25785,1985-04-11,651300,0.011561,,
25785,1985-04-12,636800,0.005714,,
25785,1985-04-15,703100,0.011364,,
25785,1985-04-16,434600,-0.011236,,
25785,1985-04-17,325700,0.011364,,
25785,1985-04-18,622200,-0.025281,,
25785,1985-04-19,585000,0.000000,,
25785,1985-04-22,287800,-0.005764,,
25785,1985-04-23,818100,0.005797,,
25785,1985-04-24,680800,-0.002882,,
25785,1985-04-25,732900,0.011561,,
25785,1985-04-26,913900,-0.020571,,
25785,1985-04-29,1116300,-0.020710,,
25785,1985-04-30,1371100,-0.012085,,
25785,1985-05-01,1169000,-0.018349,,
25785,1985-05-02,905400,0.015576,,
25785,1985-05-03,607100,0.006135,,
25785,1985-05-06,655600,0.009146,,
25785,1985-05-07,556600,0.006042,,
25785,1985-05-08,637600,-0.015015,,
25785,1985-05-09,607200,0.027439,,
25785,1985-05-10,1264600,0.020772,,
25785,1985-05-13,659700,-0.023256,,
25785,1985-05-14,694400,-0.023810,,
25785,1985-05-15,947900,0.000000,,
25785,1985-05-16,918900,0.006098,,
25785,1985-05-17,644800,0.009091,,
25785,1985-05-20,1036000,0.033033,,
25785,1985-05-21,1052000,0.014535,,
25785,1985-05-22,524500,-0.014327,,
25785,1985-05-23,582600,-0.008721,,
25785,1985-05-24,241900,0.002933,,
25785,1985-05-28,739000,0.026316,,
25785,1985-05-29,766600,0.011396,,
25785,1985-05-30,550500,-0.019718,,
25785,1985-05-31,1017000,0.000000,,
25785,1985-06-03,1476300,-0.002874,,
25785,1985-06-04,1063300,0.025937,,
25785,1985-06-05,1342700,0.008427,,
25785,1985-06-06,1307900,0.016713,,
25785,1985-06-07,838300,-0.002740,,
25785,1985-06-10,592100,-0.002747,,
25785,1985-06-11,450100,-0.002755,,
25785,1985-06-12,694900,0.002762,,
25785,1985-06-13,990800,-0.024793,,
25785,1985-06-14,560000,0.031073,,
25785,1985-06-17,403700,0.000000,,
25785,1985-06-18,671600,-0.008219,,
25785,1985-06-19,417400,-0.016575,,
25785,1985-06-20,335700,0.005618,,
25785,1985-06-21,563700,0.008380,,
25785,1985-06-24,453000,-0.005540,,
25785,1985-06-25,743700,-0.005571,,
25785,1985-06-26,294900,-0.008403,,
25785,1985-06-27,382500,0.011299,,
25785,1985-06-28,326500,0.008380,,
25785,1985-07-01,400700,0.019391,,
25785,1985-07-02,493500,-0.010870,,
25785,1985-07-03,328300,-0.010989,,
25785,1985-07-05,150400,0.000000,,
25785,1985-07-08,807000,-0.027778,,
25785,1985-07-09,705400,-0.005714,,
25785,1985-07-10,603300,0.020115,,
25785,1985-07-11,429800,-0.016901,,
25785,1985-07-12,458100,-0.011461,,
25785,1985-07-15,738600,-0.008696,,
25785,1985-07-16,831400,0.011696,,
25785,1985-07-17,919100,0.008671,,
25785,1985-07-18,456200,-0.002865,,
25785,1985-07-19,647200,-0.008621,,
25785,1985-07-22,1416900,0.002899,,
25785,1985-07-23,1842500,0.002890,,
25785,1985-07-24,483600,0.005764,,
25785,1985-07-25,398700,0.014327,,
25785,1985-07-26,479800,0.008475,,
25785,1985-07-29,526700,-0.019608,,
25785,1985-07-30,398300,0.013714,,
25785,1985-07-31,749700,0.020000,,
25785,1985-08-01,345000,0.000000,,
25785,1985-08-02,404700,-0.005602,,
25785,1985-08-05,345600,-0.005634,,
25785,1985-08-06,370600,-0.011331,,
25785,1985-08-07,402800,0.014327,,
25785,1985-08-08,205200,0.011299,,
25785,1985-08-09,381900,-0.013966,,
25785,1985-08-12,213700,0.000000,,
25785,1985-08-13,315400,-0.005666,,
25785,1985-08-14,454200,-0.008547,,
25785,1985-08-15,264900,0.002874,,
25785,1985-08-16,401400,-0.011461,,
25785,1985-08-19,184900,0.008696,,
25785,1985-08-20,304600,0.008621,,
25785,1985-08-21,193900,0.008547,,
25785,1985-08-22,340000,-0.011299,,
25785,1985-08-23,337100,0.000000,,
25785,1985-08-26,281200,0.008571,,
25785,1985-08-27,367100,0.000000,,
25785,1985-08-28,202800,-0.005666,,
25785,1985-08-29,134500,-0.002849,,
25785,1985-08-30,170000,0.005714,,
25785,1985-09-03,255800,0.000000,,
25785,1985-09-04,347100,0.000000,,
25785,1985-09-05,451600,0.002841,,
25785,1985-09-06,682800,0.014164,,
25785,1985-09-09,436900,0.000000,,
25785,1985-09-10,305900,-0.002793,,
25785,1985-09-11,316500,-0.002801,,
25785,1985-09-12,353500,-0.005618,,
25785,1985-09-13,523600,0.000000,,
25785,1985-09-16,254800,0.011299,,
25785,1985-09-17,766800,-0.016760,,
25785,1985-09-18,453900,-0.017045,,
25785,1985-09-19,356200,0.005780,,
25785,1985-09-20,484600,-0.011494,,
25785,1985-09-23,720900,0.023256,,
25785,1985-09-24,662200,0.000000,,
25785,1985-09-25,268200,-0.002841,,
25785,1985-09-26,306300,0.008547,,
25785,1985-09-30,265900,0.000000,,
25785,1985-10-01,509600,0.022599,,
25785,1985-10-02,965700,0.011050,,
25785,1985-10-03,618800,-0.002732,,
25785,1985-10-04,417300,-0.019178,,
25785,1985-10-07,373300,-0.002793,,
25785,1985-10-08,232000,0.005602,,
25785,1985-10-09,292900,-0.002786,,
25785,1985-10-10,831900,0.016760,,
25785,1985-10-11,1072500,0.027473,,
25785,1985-10-14,638200,0.005348,,
25785,1985-10-15,630600,-0.007979,,
25785,1985-10-16,729200,0.005362,,
25785,1985-10-17,692200,0.005333,,
25785,1985-10-18,494400,0.000000,,
25785,1985-10-21,375400,0.005305,,
25785,1985-10-22,674800,0.002639,,
25785,1985-10-23,541700,-0.013158,,
25785,1985-10-24,1026500,-0.016000,,
25785,1985-10-25,1020400,-0.016260,,
25785,1985-10-28,792500,0.018182,,
25785,1985-10-29,542400,0.010989,,
25785,1985-10-30,603900,0.021739,,
25785,1985-10-31,273700,-0.010638,,
25785,1985-11-01,587700,0.016129,,
25785,1985-11-04,442900,0.000000,,
25785,1985-11-05,760600,0.018519,,
25785,1985-11-06,762300,-0.002597,,
25785,1985-11-07,448900,-0.020833,,
25785,1985-11-08,472300,0.007979,,
25785,1985-11-11,635900,0.013193,,
25785,1985-11-12,715100,0.002604,,
25785,1985-11-13,1731100,0.018182,,
25785,1985-11-14,2715300,0.043367,,
25785,1985-11-15,3042800,0.048900,,
25785,1985-11-18,1920400,0.009324,,
25785,1985-11-19,1259300,0.020785,,
25785,1985-11-20,695400,-0.024887,,
25785,1985-11-21,1200200,0.013921,,
25785,1985-11-22,896500,0.009153,,
25785,1985-11-25,429800,-0.011338,,
25785,1985-11-26,525300,-0.006881,,
25785,1985-11-27,964400,0.002309,,
25785,1985-11-29,412800,-0.004608,,
25785,1985-12-02,506100,-0.011574,,
25785,1985-12-03,773900,0.004684,,
25785,1985-12-04,681800,0.027972,,
25785,1985-12-05,1415000,0.006803,,
25785,1985-12-06,469100,-0.020270,,
25785,1985-12-09,499300,0.018391,,
25785,1985-12-10,627800,0.011287,,
25785,1985-12-11,655800,0.008929,,
25785,1985-12-12,747100,-0.004425,,
25785,1985-12-13,709900,0.022222,,
25785,1985-12-16,799100,0.015217,,
