quarter_end,municipal_decline,pred_prob,pred_decline,RET_mean,RET_std,RET_max,abs_RET_mean,abs_RET_max,abs_exceed_sum,upper_exceed_sum,lower_exceed_sum,abs_extreme_score_mean,upper_extreme_score_mean,lower_extreme_score_mean,log_volume_mean,log_volume_std,log_volume_max,rel_spread_mean,rel_spread_max,days_in_quarter,high_spread_ratio,low_volume_ratio,high_volume_ratio,abs_exceed_ratio,upper_exceed_ratio,lower_exceed_ratio,abs_mean_excess,abs_max_excess,abs_es_q,abs_xi,abs_sigma,abs_threshold,upper_mean_excess,upper_max_excess,upper_es_q,upper_xi,upper_sigma,upper_threshold,lower_mean_excess,lower_max_excess,lower_es_q,lower_xi,lower_sigma,lower_threshold
1990-03-31,0,0.08649812656463154,0,0.0016645555555555554,0.015480737808308939,0.046647,0.011958079365079364,0.046647,0,2,0,0.0,0.024777858895126386,0.0,13.485280035873847,0.3303803079067703,14.373868984323261,0.0,,63,0.0,0.6666666666666666,0.0,0.0,0.031746031746031744,0.0,0.00984585,0.0183011,0.06090427569203042,-3.525691178999076,0.06452402683598,0.0283459,0.009898849999999999,0.0183541,0.05653293288480195,-1.1674229795322972,0.021426998108633744,0.0282929,0.004320700000000002,0.008295200000000003,0.03250586039917205,-1.3253182842684057,0.010993780231663284,0.019482799999999998
1990-06-30,0,0.053720352910490585,0,-0.000901968253968254,0.011027447667683217,0.025352,0.008740507936507937,0.025352,0,0,0,0.0,0.0,0.0,13.390201305400483,0.37255950469413346,14.426742988004738,0.0,,63,0.0,0.746031746031746,0.0,0.0,0.0,0.0,0.0010609000000000052,0.0018289000000000048,0.026455158171049115,-1.5200421514132707,0.0027800050907197385,0.023523099999999995,0.0040458000000000004,0.0061873,0.028992474778571684,-1.429416808009317,0.008844230616196049,0.0191647,0.0039089000000000025,0.009106400000000002,0.0301791338382974,-1.4933560690316203,0.013599097707029552,0.015618599999999998
1990-09-30,0,0.037960706723991613,0,-0.005099238095238095,0.016550445228115405,0.037736,0.013756444444444444,0.037736,0,0,0,0.0,0.0,0.0,13.574070306349869,0.413509723390184,14.471371672733293,0.0,,63,0.0,0.5873015873015873,0.0,0.0,0.0,0.0,0.00185805,0.005145799999999999,0.040173517618282875,0.5877401780123351,0.0010048905794050956,0.0325902,0.007447300000000014,0.015366800000000014,0.046102351156925306,-1.1951163910299623,0.01836511455767924,0.022369199999999985,0.0019635000000000017,0.004175500000000002,0.03702009745350498,-1.5485189881647246,0.006465841035081811,0.030307499999999998
1990-12-31,0,0.015002700483898688,0,-0.001677890625,0.02221092030004945,0.041096,0.016062984375,0.067511,3,2,5,0.030198929164796915,0.028755101821318574,0.03497116043334387,13.85103066216895,0.4378402421837393,14.834430438707837,0.0,,64,0.0,0.265625,0.0,0.046875,0.03125,0.078125,0.012223050000000006,0.025329550000000006,0.08531225980867621,-2.364582044033289,0.05989379911344341,0.042181449999999995,0.004075100000000002,0.008151850000000002,0.04599274522710225,-1.504327992104252,0.012263056142435051,0.03294415,0.01248195000000002,0.02558845000000002,0.08310235449050286,-1.5595884300286227,0.03990745056236594,0.04192254999999998
1991-03-31,0,0.008712566086728593,0,0.0038993278688524593,0.021906316665687476,0.069672,0.017096803278688524,0.069672,1,4,2,0.0059941471419362674,0.04295877135002802,0.024859491070248454,13.95610528145056,0.5382296346415606,15.368801521326018,0.0,,61,0.0,0.26229508196721313,0.0,0.01639344262295082,0.06557377049180328,0.03278688524590164,0.011399666666666662,0.027615999999999995,0.08268088005874073,0.43969150388562783,0.007288986021845269,0.042056,0.013897666666666664,0.030197999999999996,0.08744046608882922,-1.4295359919216437,0.04316912788404979,0.039474,0.008901666666666667,0.013737,0.050524004468526826,-1.4881382210310448,0.020442554742303463,0.028571
1991-06-30,0,0.02923414609825953,0,0.002027734375,0.019038967672629588,0.049822,0.015103703125,0.049822,1,2,1,0.014986207656514528,0.02037261412485814,0.014504168562993596,13.724688129693172,0.4276335327441626,14.920867053258613,0.0,,64,0.0,0.421875,0.0,0.015625,0.03125,0.015625,0.005013200000000006,0.012451950000000003,0.05823530641800906,-2.083201017174561,0.025939914905806785,0.037370049999999995,0.0051330500000000105,0.012571800000000008,0.0581525548388664,-1.9641766798125397,0.024693236383267307,0.03725019999999999,0.004556050000000007,0.012166300000000008,0.042398310572385176,0.5074169335801733,0.0027083746818740415,0.024733699999999994
1991-09-30,0,0.016732329900995692,0,-0.002499140625,0.01795679643969759,0.062241,0.013428234375,0.062241,2,2,1,0.019258154542926408,0.011514819767451789,0.01548290183338177,13.505181123848601,0.3995271910872291,14.478250591540009,0.0,,64,0.0,0.59375,0.0,0.03125,0.03125,0.015625,0.014152350000000005,0.030022850000000004,0.0812009399218339,-1.7138293439854921,0.05145404132007485,0.032218149999999994,0.02174235,0.04224335,0.08654241251511391,-1.3544475080010112,0.05721640013711452,0.01999765,0.003901049999999999,0.007973799999999996,0.041603391809778664,-2.3638932032442317,0.018849211624028847,0.0280262
1991-12-31,0,0.06439993454715415,0,-0.0005549062500000002,0.02165716035682495,0.10396,0.0152248125,0.10396,1,1,2,0.0018158196070768974,0.0011478187169064605,0.025408452299837674,13.911942108695083,0.49277812350362943,14.976315180122924,0.0,,64,0.0,0.25,0.0,0.015625,0.015625,0.03125,0.0,0.0,0.0,1.9865680510468215,0.0012772760009116617,0.0362132,0.0,0.0,0.0,1.710389599774449,0.0018821499825076738,0.033216749999999996,0.005316150000000024,0.010370400000000026,0.04711949677689874,-3.063790470626477,0.0317727326965849,0.028930599999999976
1992-03-31,0,0.026059940624692374,0,0.005384126984126984,0.022436963008574288,0.07377,0.01809520634920635,0.07377,3,3,1,0.033109286479569115,0.02305066778958836,0.0066023129723244995,14.267812045925764,0.4510894437742061,15.490736398202278,0.0,,63,0.0,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.015873015873015872,0.012645450000000016,0.03158820000000002,0.09701270396757017,-2.785059615060755,0.08797502013246221,0.042181799999999985,0.015945350000000004,0.038356600000000005,0.09537720571365105,-1.290029080708985,0.04948112943712226,0.0354134,0.008075100000000007,0.02071660000000001,0.0576458101517556,-0.23354800163568143,0.01013459619451626,0.028713399999999993
1992-06-30,0,0.09954015426965787,0,0.003126111111111111,0.01704260651550384,0.04507,0.013429444444444445,0.04507,0,2,1,0.0,0.023902316300635086,0.008798528256888314,14.201992543467355,0.37092102632229024,15.213536089044236,0.0,,63,0.0,0.015873015873015872,0.0,0.0,0.031746031746031744,0.015873015873015872,0.008921899999999998,0.012821399999999997,0.05348616255352239,-1.9104901054202874,0.024495157837635666,0.0322486,0.0,0.0,0.0,1.5011361718855065,0.0013094384783163735,0.031888799999999995,0.012670666666666665,0.024789,0.05947352033000766,-1.4952489534883826,0.03706572630802352,0.01983
