quarter_end,RET_mean,RET_std,abs_RET_mean,abs_RET_max,abs_exceed_sum,upper_exceed_sum,lower_exceed_sum,abs_extreme_score_mean,upper_extreme_score_mean,lower_extreme_score_mean,days_in_quarter,abs_exceed_ratio,upper_exceed_ratio,lower_exceed_ratio,abs_mean_excess,abs_max_excess,abs_es_q,upper_mean_excess,upper_max_excess,upper_es_q,lower_mean_excess,lower_max_excess,lower_es_q,municipal_decline,pred_prob
1990-03-31,0.0016645555555555554,0.015480737808308939,0.011958079365079364,0.046647,0,2,0,0.0,0.024777858895126386,0.0,63,0.0,0.031746031746031744,0.0,0.0,0.0,0.165028275707984,0.004595300000000021,0.007687800000000022,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.24062635359602846
1990-06-30,-0.000901968253968254,0.011027447667683217,0.008740507936507937,0.025352,0,0,0,0.0,0.0,0.0,63,0.0,0.0,0.0,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.7994022299479313
1990-09-30,-0.005099238095238095,0.016550445228115405,0.013756444444444444,0.037736,0,0,0,0.0,0.0,0.0,63,0.0,0.0,0.0,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.2940030777419172
1990-12-31,-0.001677890625,0.02221092030004945,0.016062984375,0.067511,3,2,5,0.030198929164796915,0.028755101821318574,0.03497116043334387,64,0.046875,0.03125,0.078125,0.00930920000000001,0.01840520000000001,0.165028275707984,0.001412800000000023,0.002136800000000022,0.15664382614111674,0.0155222,0.0316356,0.13299501017398394,0,0.03381709148628459
1991-03-31,0.0038993278688524593,0.021906316665687476,0.017096803278688524,0.069672,1,4,2,0.0059941471419362674,0.04295877135002802,0.024859491070248454,61,0.01639344262295082,0.06557377049180328,0.03278688524590164,0.020566200000000007,0.020566200000000007,0.165028275707984,0.010938050000000022,0.03071280000000002,0.15664382614111674,0.004146599999999997,0.006432599999999997,0.13299501017398394,0,0.009854512924927818
1991-06-30,0.002027734375,0.019038967672629588,0.015103703125,0.049822,1,2,1,0.014986207656514528,0.02037261412485814,0.014504168562993596,64,0.015625,0.03125,0.015625,0.0007162000000000071,0.0007162000000000071,0.165028275707984,0.007849800000000021,0.01086280000000002,0.15664382614111674,0.0010246000000000005,0.0010246000000000005,0.13299501017398394,0,0.08887608478322577
1991-09-30,-0.002499140625,0.01795679643969759,0.013428234375,0.062241,2,2,1,0.019258154542926408,0.011514819767451789,0.01548290183338177,64,0.03125,0.03125,0.015625,0.009440700000000007,0.013135200000000007,0.165028275707984,0.01958730000000002,0.02328180000000002,0.15664382614111674,0.00012459999999999555,0.00012459999999999555,0.13299501017398394,0,0.0567672657356691
1991-12-31,-0.0005549062500000002,0.02165716035682495,0.0152248125,0.10396,1,1,2,0.0018158196070768974,0.0011478187169064605,0.025408452299837674,64,0.015625,0.015625,0.03125,0.054854200000000006,0.054854200000000006,0.165028275707984,0.06500080000000003,0.06500080000000003,0.15664382614111674,0.0029140999999999993,0.003425600000000001,0.13299501017398394,0,0.013737215566836864
1992-03-31,0.005384126984126984,0.022436963008574288,0.01809520634920635,0.07377,3,3,1,0.033109286479569115,0.02305066778958836,0.0066023129723244995,63,0.047619047619047616,0.047619047619047616,0.015873015873015872,0.009691200000000011,0.02466420000000001,0.165028275707984,0.017667133333333356,0.034810800000000024,0.15664382614111674,0.0135546,0.0135546,0.13299501017398394,0,0.03290828530494148
1992-06-30,0.003126111111111111,0.01704260651550384,0.013429444444444445,0.04507,0,2,1,0.0,0.023902316300635086,0.008798528256888314,63,0.0,0.031746031746031744,0.015873015873015872,0.0,0.0,0.165028275707984,0.004943300000000022,0.00611080000000002,0.15664382614111674,0.008743599999999997,0.008743599999999997,0.13299501017398394,0,0.3239676086656994
1992-09-30,-0.0019275625,0.0232158408794957,0.01780371875,0.065217,4,2,5,0.04618852535234831,0.019126685000922957,0.037624773204777986,64,0.0625,0.03125,0.078125,0.006530450000000007,0.016111200000000006,0.165028275707984,0.013535800000000021,0.02625780000000002,0.15664382614111674,0.012281799999999997,0.019842599999999995,0.13299501017398394,0,0.013033921163425315
1992-12-31,0.0016597343749999998,0.021219815288188334,0.016590984375,0.07309,2,1,2,0.018701061572483538,0.007931011369364182,0.011127205912680188,64,0.03125,0.015625,0.03125,0.01312420000000001,0.02398420000000001,0.165028275707984,0.01241080000000002,0.01241080000000002,0.15664382614111674,0.0226131,0.0372146,0.13299501017398394,0,0.24139801905907268
1993-03-31,0.003408064516129032,0.01790791193022479,0.013735548387096775,0.058974,2,2,1,0.02506491781161993,0.01461292914950336,0.011974820550407104,62,0.03225806451612903,0.03225806451612903,0.016129032258064516,0.005250200000000007,0.009868200000000008,0.165028275707984,0.01539680000000002,0.02001480000000002,0.15664382614111674,0.004231599999999995,0.004231599999999995,0.13299501017398394,0,0.1414926424338716
1993-06-30,0.0003425396825396826,0.017062573250534386,0.013387777777777778,0.044811,0,1,0,0.0,0.011335951169930159,0.0,63,0.0,0.015873015873015872,0.0,0.0,0.0,0.165028275707984,0.005851800000000018,0.005851800000000018,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.2748360525925831
1993-09-30,0.0011580937500000003,0.01825917287258849,0.0150128125,0.04119,0,1,1,0.0,0.013688709875713443,0.013070622942191095,64,0.0,0.015625,0.015625,0.0,0.0,0.165028275707984,0.002230800000000019,0.002230800000000019,0.15664382614111674,0.0024935999999999986,0.0024935999999999986,0.13299501017398394,0,0.23638192971904134
1993-12-31,0.0026321093750000003,0.014706709887599126,0.011112640625,0.041408,0,2,0,0.0,0.027582899616810548,0.0,64,0.0,0.03125,0.0,0.0,0.0,0.165028275707984,0.0021068000000000232,0.002448800000000022,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.3066989332731852
1994-03-31,-0.001253730158730159,0.01632584178060556,0.013235444444444446,0.040619,0,1,1,0.0,0.0143779499888118,0.01517043490502676,63,0.0,0.015873015873015872,0.015873015873015872,0.0,0.0,0.165028275707984,0.0016598000000000238,0.0016598000000000238,0.15664382614111674,0.0006205999999999989,0.0006205999999999989,0.13299501017398394,0,0.2518378984653044
1994-06-30,0.0003471612903225806,0.017737545963104114,0.013304,0.042827,0,2,1,0.0,0.027620456654154642,0.014745009246347434,62,0.0,0.03225806451612903,0.016129032258064516,0.0,0.0,0.165028275707984,0.0026788000000000194,0.0038678000000000184,0.15664382614111674,0.0012375999999999984,0.0012375999999999984,0.13299501017398394,0,0.1310908259991602
1994-09-30,-0.0006438125000000003,0.0199156995795293,0.01487609375,0.063492,1,1,3,0.0074593530087679995,0.009945961412086646,0.02633279081823434,64,0.015625,0.015625,0.046875,0.014386200000000016,0.014386200000000016,0.165028275707984,0.007988800000000018,0.007988800000000018,0.15664382614111674,0.0124996,0.027616600000000005,0.13299501017398394,0,0.1973049971679938
1994-12-31,0.0003266984126984126,0.015298797210401786,0.012425650793650793,0.039823,0,1,0,0.0,0.015071085787976913,0.0,63,0.0,0.015873015873015872,0.0,0.0,0.0,0.165028275707984,0.0008638000000000187,0.0008638000000000187,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.34522462097115153
1995-03-31,-0.0002895079365079364,0.016305716641394578,0.012244587301587301,0.042254,0,1,1,0.0,0.013078755569055718,0.01116824361390884,63,0.0,0.015873015873015872,0.015873015873015872,0.0,0.0,0.165028275707984,0.0032948000000000213,0.0032948000000000213,0.15664382614111674,0.005033599999999999,0.005033599999999999,0.13299501017398394,0,0.40306548210117327
1995-06-30,0.0019195079365079367,0.015899818741990798,0.012302746031746033,0.046083,0,1,0,0.0,0.010580587566909086,0.0,63,0.0,0.015873015873015872,0.0,0.0,0.0,0.165028275707984,0.00712380000000002,0.00712380000000002,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.4084932060691632
1995-09-30,0.0010595555555555553,0.018801944712198617,0.015061968253968253,0.04065,0,3,1,0.0,0.044413743724315335,0.014273532602428012,63,0.0,0.047619047619047616,0.015873015873015872,0.0,0.0,0.165028275707984,0.0011841333333333533,0.00169080000000002,0.15664382614111674,0.0014686000000000005,0.0014686000000000005,0.13299501017398394,0,0.036798463656115506
1995-12-31,-0.000892968253968254,0.015106878931913502,0.010908460317460317,0.0625,1,1,0,0.007928475981615607,0.004834358773687099,0.0,63,0.015873015873015872,0.015873015873015872,0.0,0.013394200000000009,0.013394200000000009,0.165028275707984,0.02354080000000002,0.02354080000000002,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.2521520367843054
1996-03-31,0.003097984126984127,0.016634024134859815,0.013345634920634921,0.042308,0,2,0,0.0,0.027482513967471523,0.0,63,0.0,0.031746031746031744,0.0,0.0,0.0,0.165028275707984,0.002465300000000021,0.00334880000000002,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.19050907896915498
1996-06-30,-0.0006971428571428571,0.014235609742379399,0.011395111111111111,0.035336,0,0,0,0.0,0.0,0.0,63,0.0,0.0,0.0,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.6265526845914244
1996-09-30,-0.0002411562499999999,0.016075789209409195,0.01138496875,0.057377,1,2,2,0.009980043610986733,0.018679268680921,0.021788499209501738,64,0.015625,0.03125,0.03125,0.008271200000000006,0.008271200000000006,0.165028275707984,0.010964800000000021,0.01841780000000002,0.15664382614111674,0.006626099999999999,0.0126316,0.13299501017398394,0,0.22429040932013697
1996-12-31,0.000772859375,0.013289356723437286,0.009832828125,0.032787,0,0,0,0.0,0.0,0.0,64,0.0,0.0,0.0,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.7606671759704932
1997-03-31,-0.00018624590163934443,0.012044957326139622,0.009635721311475411,0.033962,0,0,0,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.7703108967446147
1997-06-30,0.003306484375,0.01567788125464256,0.013109765625,0.048872,0,1,0,0.0,0.008996232947059275,0.0,64,0.0,0.015625,0.0,0.0,0.0,0.165028275707984,0.00991280000000002,0.00991280000000002,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.42833051633797925
1997-09-30,0.00298359375,0.016663264219099323,0.01351134375,0.037398,0,0,0,0.0,0.0,0.0,64,0.0,0.0,0.0,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.5830517048096467
1997-12-31,0.0014958437499999998,0.02039496746999569,0.0153411875,0.060086,2,2,3,0.021634877738186457,0.017939635843030988,0.02819025774506686,64,0.03125,0.03125,0.046875,0.00718220000000001,0.01098020000000001,0.165028275707984,0.012360300000000022,0.021126800000000022,0.15664382614111674,0.0087186,0.0166146,0.13299501017398394,0,0.07787045185060468
